doi,time
datasets/doi-10.7910-DVN-WY3QZS,2.1084881657734513
datasets/doi-10.7910-DVN-OVLKN9,2.5761059541255236
datasets/doi-10.7910-DVN-RDJGRY,3.2851568907499313
datasets/doi-10.7910-DVN-2FM7Z3,1.8846816569566727
datasets/doi-10.7910-DVN-HUZ1CD,3.6305239871144295
datasets/doi-10.7910-DVN-KRWG8E,285.9559386856854
datasets/doi-10.7910-DVN-SK7JVV,721.2269145417958
datasets/doi-10.7910-DVN-URXZX5,28.637464694678783
datasets/doi-10.7910-DVN-FPMUUG,3600.12532209605
datasets/doi-10.7910-DVN-RVV3YW,28.99569204635918
datasets/doi-10.7910-DVN-YOBC8Z,16.865518825128675
datasets/doi-10.7910-DVN-DEGC9Q,25.452927304431796
datasets/doi-10.7910-DVN-9FWNBM,25.055338201113045
datasets/doi-10.7910-DVN-6KPFOK,2530.003039789386
datasets/doi-10.7910-DVN-C1SICS,16.672895510680974
datasets/doi-10.7910-DVN-CLOTQP,20.184748558327556
datasets/doi-10.7910-DVN-VSIAGW,11.05958703905344
datasets/doi-10.7910-DVN-UYZPGB,12.651799363084137
datasets/doi-10.7910-DVN-XWAT9E,19.601754665374756
datasets/doi-10.7910-DVN-PGGXDO,5.27506912406534
datasets/doi-10.7910-DVN-XRR0HM,3.9157352624461055
datasets/doi-10.7910-DVN-CFCXCE,2.7095802053809166
datasets/doi-10.7910-DVN-M4DWZ3,2.850853940472007
datasets/doi-10.7910-DVN-SEHMGR,528.2103257831186
datasets/doi-10.7910-DVN-CRLCQG,407.83485496323556
datasets/doi-10.7910-DVN-ENEHLE,59.4111686758697
datasets/doi-10.7910-DVN-NZFAXI,67.16328212153167
datasets/doi-10.7910-DVN-MPMIJU,102.789027874358
datasets/doi-10.7910-DVN-RFECVH,16.184770624153316
datasets/doi-10.7910-DVN-CXKAQA,23.314029371365905
datasets/doi-10.7910-DVN-FYGY6V,10.678474103100598
datasets/doi-10.7910-DVN-M68ULI,193.97974710538983
datasets/doi-10.7910-DVN-0JFJ5V,2851.9543364308774
datasets/doi-10.7910-DVN-QY5R7R,8.169363863766193
datasets/doi-10.7910-DVN-FS90RJ,4.662102997303009
datasets/doi-10.7910-DVN-JMOXQI,7.807172177359462
datasets/doi-10.7910-DVN-MUFWVT,2.498161878436804
datasets/doi-10.7910-DVN-UHIFDK,34.96868893690407
datasets/doi-10.7910-DVN-SREUHV,151.5206202622503
datasets/doi-10.7910-DVN-3DPSFR,27.91064557991922
datasets/doi-10.7910-DVN-DPKQYT,59.33480214141309
datasets/doi-10.7910-DVN-W8AAYK,2.8972346168011427
datasets/doi-10.7910-DVN-RXWV0T,3.3336291145533323
datasets/doi-10.7910-DVN-LD6NL8,2267.453485181555
datasets/doi-10.7910-DVN-ZIDRMH,7.048273691907525
datasets/doi-10.7910-DVN-ADIFOV,8.544192586094141
datasets/doi-10.7910-DVN-G8AF5G,16.559331202879548
datasets/doi-10.7910-DVN-BCQM3Y,3.5309705063700676
datasets/doi-10.7910-DVN-UF7PVM,7.744324674829841
datasets/doi-10.7910-DVN-PEKMYL,2.079977821558714
datasets/doi-10.7910-DVN-VCE7KN,37.44342738762498
datasets/doi-10.7910-DVN-5TZWT2,30.830664355307817
datasets/doi-10.7910-DVN-HJXFLK,32.231600660830736
datasets/doi-10.7910-DVN-82CULX,64.04553682357073
datasets/doi-10.7910-DVN-XKOVUN,2.3787803817540407
datasets/doi-10.7910-DVN-9ZYFBX,2.418765092268586
datasets/doi-10.7910-DVN-OZTK8P,2.4311664290726185
datasets/doi-10.7910-DVN-HEGV1N,2.7826276421546936
datasets/doi-10.7910-DVN-ITEVDB,3.806254619732499
datasets/doi-10.7910-DVN-C8AMXR,64.0253535527736
datasets/doi-10.7910-DVN-XJ1UQK,78.40502715297043
datasets/doi-10.7910-DVN-VCFMBI,149.82157061435282
datasets/doi-10.7910-DVN-SV9B3E,3.8277800492942333
datasets/doi-10.7910-DVN-PDM9UH,4.5977739710360765
datasets/doi-10.7910-DVN-9Z1URU,3.2507013119757175
datasets/doi-10.7910-DVN-XW0D8Q,2.909646773710847
datasets/doi-10.7910-DVN-JIEWR3,3.1673211604356766
datasets/doi-10.7910-DVN-FFKC2P,3.280245216563344
datasets/doi-10.7910-DVN-25641,11.437365284189582
datasets/doi-10.7910-DVN-8HFVU8,3600.1030595023185
datasets/doi-10.7910-DVN-NNJXDY,2050.8226869720966
datasets/doi-10.7910-DVN-6TNALY,12.837225740775466
datasets/doi-10.7910-DVN-L716E8,9.008879955857992
datasets/doi-10.7910-DVN-9JR8YO,8.857304802164435
datasets/doi-10.7910-DVN-SS4LNN,18.669486235827208
datasets/doi-10.7910-DVN-DW7Y5W,6.059525649994612
datasets/doi-10.7910-DVN-XZ0IZE,4.954383118078113
datasets/doi-10.7910-DVN-PIV1KX,2.064868852496147
datasets/doi-10.7910-DVN-HJZSIM,2.106892453506589
datasets/doi-10.7910-DVN-GMWOY6,2.8099302258342505
datasets/doi-10.7910-DVN-J7WNTM,5.674712041392922
datasets/doi-10.7910-DVN-LCDBRU,12.671486891806126
datasets/doi-10.7910-DVN-OJ3HJE,9.471195828169584
datasets/doi-10.7910-DVN-QJ4MK0,16.025188906118274
datasets/doi-10.7910-DVN-USFTTP,3.6829731315374374
datasets/doi-10.7910-DVN-O6PQTW,2094.004330927506
datasets/doi-10.7910-DVN-EHVYNN,2065.8762200325727
datasets/doi-10.7910-DVN-JJJXLV,7.963632870465517
datasets/doi-10.7910-DVN-PGCVDP,232.3463212903589
datasets/doi-10.7910-DVN-D9FAZL,72.77298110164702
datasets/doi-10.7910-DVN-MGUYVO,6.614354524761438
datasets/doi-10.7910-DVN-FUJGY1,6.469560544937849
datasets/doi-10.7910-DVN-ZPC0D3,117.58916334994137
datasets/doi-10.7910-DVN-SACJHE,838.8767875153571
datasets/doi-10.7910-DVN-KBPZ5V,7.984754303470254
datasets/doi-10.7910-DVN-5LZ09Y,6.808597134426236
datasets/doi-10.7910-DVN-OAPCH9,12.253988407552242
datasets/doi-10.7910-DVN-L4LWMP,4.797405913472176
datasets/doi-10.7910-DVN-EIAS5S,3.640830881893635
datasets/doi-10.7910-DVN-NOYBCQ,4.060247449204326
datasets/doi-10.7910-DVN-MHE2PO,4.473571022972465
datasets/doi-10.7910-DVN-JWJRME,3.0406897515058517
datasets/doi-10.7910-DVN-6L6JHG,1982.3025090899318
datasets/doi-10.7910-DVN-GJIRV0,3.6801029574126005
datasets/doi-10.7910-DVN-S3NA6K,4.193711945787072
datasets/doi-10.7910-DVN-QTBTB1,34.69969794154167
datasets/doi-10.7910-DVN-ETAKWM,3.8041453808546066
datasets/doi-10.7910-DVN-GYY3H5,6.133518293499947
datasets/doi-10.7910-DVN-Z6S26H,3.158023538067937
datasets/doi-10.7910-DVN-UIF9BL,3.6523516289889812
datasets/doi-10.7910-DVN-WONDKB,6.683448089286685
datasets/doi-10.7910-DVN-CGH7BR,15.484254283830523
datasets/doi-10.7910-DVN-PBQRGQ,2069.9086276944727
datasets/doi-10.7910-DVN-0BLAWN,2.6639386247843504
datasets/doi-10.7910-DVN-GKELDY,2.5393465366214514
datasets/doi-10.7910-DVN-ERX5D1,2.550203489139676
datasets/doi-10.7910-DVN-PVQVWD,2.632151009514928
datasets/doi-10.7910-DVN-82GIUZ,2.5436535608023405
datasets/doi-10.7910-DVN-3GFZ9L,2.4681008849292994
datasets/doi-10.7910-DVN-KFVJ4O,3.402568345889449
datasets/doi-10.7910-DVN-DTFR60,3.6408430486917496
datasets/doi-10.7910-DVN-7PZHF6,1475.7535828202963
datasets/doi-10.7910-DVN-56L9JP,7.099694279953837
datasets/doi-10.7910-DVN-XERE2A,3.439965195953846
datasets/doi-10.7910-DVN-CIPVBK,3.5245684199035168
datasets/doi-10.7910-DVN-MWJHD2,2.9484920408576727
datasets/doi-10.7910-DVN-KDJD27,3.696276903152466
datasets/doi-10.7910-DVN-Z5RBBT,2.508598353713751
datasets/doi-10.7910-DVN-RRF7EU,2.719329472631216
datasets/doi-10.7910-DVN-V2HIVR,3.9374960884451866
datasets/doi-10.7910-DVN-YAPXVG,3.950179012492299
datasets/doi-10.7910-DVN-LNUSBB,6.1258034110069275
datasets/doi-10.7910-DVN-XYJXU5,4.391680523753166
datasets/doi-10.7910-DVN-TOJ1UH,3.0880345795303583
datasets/doi-10.7910-DVN-D2XPJ6,9.816455941647291
datasets/doi-10.7910-DVN-ELZZ8V,9.962995428591967
datasets/doi-10.7910-DVN-3HDSM8,16.623794147744775
datasets/doi-10.7910-DVN-C2QO6J,3.040770838037133
datasets/doi-10.7910-DVN-TT7NZJ,2.645440798252821
datasets/doi-10.7910-DVN-VVDOUK,3.8463503811508417
datasets/doi-10.7910-DVN-BSIFTF,3.0436079502105713
datasets/doi-10.7910-DVN-ZUH3UG,6.6791966650635
datasets/doi-10.7910-DVN-R9PGXI,3.0443336330354214
datasets/doi-10.7910-DVN-NKJNUN,2.571670789271593
datasets/doi-10.7910-DVN-TMB5YV,2.4545419346541166
datasets/doi-10.7910-DVN-IBK1LH,12.117182701826096
datasets/doi-10.7910-DVN-AKLOHE,17.360328070819378
datasets/doi-10.7910-DVN-OZJGLN,22.28989045508206
datasets/doi-10.7910-DVN-VTF26G,4.625042848289013
datasets/doi-10.7910-DVN-OHLWEU,3.5749416071921587
datasets/doi-10.7910-DVN-H7AT3N,3.497525420039892
datasets/doi-10.7910-DVN-ZUE1BI,3.3460608292371035
datasets/doi-10.7910-DVN-HY1FFV,4.428417950868607
datasets/doi-10.7910-DVN-K7OCDX,335.1126821767539
datasets/doi-10.7910-DVN-NGGAQ5,90.06668549403548
datasets/doi-10.7910-DVN-VGNMQP,10.234150288626552
datasets/doi-10.7910-DVN-NBMH7M,15.890712490305305
datasets/doi-10.7910-DVN-VSLUQX,10.121684834361076
datasets/doi-10.7910-DVN-6UNLQM,19.439444875344634
datasets/doi-10.7910-DVN-5VFHBC,3.0790440421551466
datasets/doi-10.7910-DVN-XPYPMF,2.7972086258232594
datasets/doi-10.7910-DVN-RAHFNN,3.0152309872210026
datasets/doi-10.7910-DVN-UO5WQ4,13.469752511009574
datasets/doi-10.7910-DVN-KSKR7F,2.5500220991671085
datasets/doi-10.7910-DVN-RT5HRL,3.2056946847587824
